target,reference,feature,target_mean,reference_mean,percent_change,fold_change,p_value,statistic,fdr
ZNF286A,non-targeting,PERM1,0.0018825163,7.30202e-05,24.780759811401367,25.780759811401367,2.39313325538e-05,20249724.5,0.0002303973229419
ZNF286A,non-targeting,CALML6,0.024887571,0.03940518,-0.3684187531471252,0.6315812468528748,0.0047229383970179,19806838.0,0.027955408207937
ZNF286A,non-targeting,ECE1,4.5406046,4.747136,-0.0435065515339374,0.9564934372901917,0.0092520448420161,19267953.0,0.0496700001218372
ZNF286A,non-targeting,SH3BGRL3,8.586773,8.288647,0.0359680205583572,1.0359680652618408,0.0066099954963332,21201620.5,0.0373390845271366
ZNF286A,non-targeting,DNALI1,2.2045116,2.4600344,-0.103869579732418,0.8961304426193237,1.12047984561e-05,18617806.5,0.0001131768316472
ZNF286A,non-targeting,SLFNL1,0.0012711369,0.000113226255,10.226521492004396,11.226520538330078,0.0003008999558133,20248662.5,0.0023933745785272
ZNF286A,non-targeting,GUCA2B,0.00081222557,1.9096608e-05,41.53245544433594,42.53245162963867,3.66226746324e-05,20232751.0,0.0003425087716505
ZNF286A,non-targeting,UBE2U,0.0007576779,2.6067337e-05,28.066181182861328,29.06617927551269,0.0010591713483583,20232222.0,0.0074748656424672
ZNF286A,non-targeting,LPAR3,2.8576336,2.6886559,0.0628484040498733,1.062848448753357,0.0080195639002259,21177882.5,0.0440108408912082
ZNF286A,non-targeting,BARHL2,0.0041669356,0.0013709288,2.0394980907440186,3.0394980907440186,0.0051252904440487,20291695.0,0.0300075293803245
ZNF286A,non-targeting,TAF13,9.785819,10.063664,-0.0276087690144777,0.9723912477493286,0.0045092992868399,19181583.5,0.0268670723697697
ZNF286A,non-targeting,CASQ2,0.00043977352,4.6787765e-05,8.399327278137207,9.399327278137209,0.0059202950264698,20231691.0,0.0339673146213357
ZNF286A,non-targeting,IGSF3,0.7813081,0.8652266,-0.0969902127981185,0.9030097723007202,0.0057126197615771,19229423.5,0.0329343015526819
ZNF286A,non-targeting,CD160,0.0015241555,0.00010156174,14.007182121276855,15.007182121276855,2.39945819388e-05,20249719.5,0.0002309365683088
ZNF286A,non-targeting,HIST2H2BE,0.6994334,0.6202028,0.1277495175600052,1.1277495622634888,0.0039948399489338,21187524.0,0.0241744152568472
ZNF286A,non-targeting,VPS45,5.343011,5.098078,0.0480442121624946,1.048044204711914,0.0052100855183374,21229930.0,0.030433358660588
ZNF286A,non-targeting,CD1D,0.113556005,0.094966695,0.1957455724477768,1.195745587348938,0.0089234362901896,20767869.5,0.0481742992315999
ZNF286A,non-targeting,OR10K1,0.000557329,1.881703e-05,28.618328094482425,29.618328094482425,3.66581050503e-05,20232750.0,0.0003427987548796
ZNF286A,non-targeting,CD48,0.001146694,0.00021931452,4.228536128997803,5.228536605834961,0.0074641002883866,20246012.0,0.0414150477870279
ZNF286A,non-targeting,GOLT1A,0.09674456,0.07493426,0.291059136390686,1.291059136390686,0.0073926022674527,20736547.5,0.0410704332626558
ZNF286A,non-targeting,NFASC,0.60006225,0.5269001,0.138853907585144,1.138853907585144,0.0023507386199938,21247703.5,0.0151875528865513
ZNF286A,non-targeting,IL20,0.0007169103,4.0020106e-05,16.913753509521484,17.913753509521484,0.0010598523304441,20232221.0,0.0074781962747544
ZNF286A,non-targeting,PTPN14,6.1965694,6.4445186,-0.0384744219481945,0.961525559425354,0.0041945637186639,19173221.0,0.025232697036614
ZNF286A,non-targeting,CAPN9,0.039727475,0.058531255,-0.3212604820728302,0.6787395477294922,0.0016476977597172,19669301.0,0.0110872661787516
ZNF286A,non-targeting,ERO1B,0.40812552,0.46635765,-0.1248658150434494,0.8751341700553894,0.0051274259918334,19289520.5,0.0300184124469274
ZNF286A,non-targeting,TMEM18,2.6989288,2.5253491,0.0687349289655685,1.068734884262085,0.0082813551214801,21173948.5,0.0452269703866491
ZNF286A,non-targeting,FKBP1B,7.3798175,7.0520506,0.0464782379567623,1.046478271484375,0.0021557478706112,21329603.5,0.0140712909428242
ZNF286A,non-targeting,DNAJC27,0.25080878,0.29587147,-0.1523049622774124,0.8476950526237488,0.0050087086029429,19363370.5,0.029418007192674
ZNF286A,non-targeting,MORN2,3.1995697,3.0200875,0.0594294779002666,1.0594295263290403,0.0059576850335813,21213971.5,0.0341558240993404
ZNF286A,non-targeting,XPO1,13.227604,13.671263,-0.0324519276618957,0.9675480723381042,0.0012618505726142,19041835.0,0.0087436635357249
ZNF286A,non-targeting,CD207,0.0008635328,5.1111172e-05,15.895187377929688,16.895187377929688,0.0059146104967357,20231693.0,0.0339397261346915
ZNF286A,non-targeting,REG1B,0.00064739963,4.099337e-05,14.7927885055542,15.7927885055542,0.0010598523304441,20232221.0,0.0074781962747544
ZNF286A,non-targeting,FOXI3,0.26150712,0.30514523,-0.143007680773735,0.8569923043251038,0.0057152395074633,19367024.0,0.0329466033462439
ZNF286A,non-targeting,AL845331.2,0.00060300704,3.1525262e-05,18.12774085998535,19.12774085998535,0.0010591713483583,20232222.0,0.0074748656424672
ZNF286A,non-targeting,HOXD12,0.00063906936,7.2475676e-05,7.8177080154418945,8.817708015441895,0.0059231391373596,20231690.0,0.0339782412651647
ZNF286A,non-targeting,MARS2,0.06956144,0.09762536,-0.2874655127525329,0.712534487247467,0.000317760284055,19438764.0,0.0025152602494262
ZNF286A,non-targeting,ICOS,0.0007869902,4.4647542e-05,16.62672996520996,17.626731872558594,0.0010598523304441,20232221.0,0.0074781962747544
ZNF286A,non-targeting,ATIC,21.809134,21.336777,0.0221381522715091,1.0221381187438965,0.0058611388949727,21216007.5,0.033670649741394
ZNF286A,non-targeting,NHEJ1,3.3983629,3.6302738,-0.0638824924826622,0.9361175298690796,0.0016785579063702,19071902.5,0.0112750598572766
ZNF286A,non-targeting,TM4SF20,0.00065666885,5.428508e-05,11.096672058105469,12.096673011779783,0.0059202950264698,20231691.0,0.0339673146213357
ZNF286A,non-targeting,TWIST2,0.010325006,0.0055767167,0.8514489531517029,1.851448893547058,0.0069234959856177,20370430.0,0.0388470370294413
ZNF286A,non-targeting,ZNF662,0.0027765855,0.00064720964,3.2900867462158203,4.29008674621582,0.0062964543398059,20270450.0,0.0358208623143324
ZNF286A,non-targeting,ABHD5,1.1310189,1.0198328,0.1090237721800804,1.1090238094329834,0.0019057558799266,21328950.0,0.012622502677578
ZNF286A,non-targeting,TMEM158,0.7690016,0.8691016,-0.1151763871312141,0.8848236203193665,0.0010059715783676,19046360.5,0.0071362804470269
ZNF286A,non-targeting,CAMP,0.005499433,0.0017911883,2.070270776748657,3.070270776748657,0.003306299871343,20312452.5,0.0205023099373098
ZNF286A,non-targeting,CELSR3,0.89415693,0.80695903,0.1080574095249176,1.1080573797225952,0.0031621641251439,21261470.5,0.0197110845066967
ZNF286A,non-targeting,NIT2,2.3112984,2.152389,0.0738292708992958,1.0738292932510376,0.0039664472068472,21260989.0,0.0240253829273339
ZNF286A,non-targeting,CD47,1.5215752,1.4089613,0.0799269080162048,1.07992684841156,0.008557447327479,21166393.0,0.0465132054101924
ZNF286A,non-targeting,PLXND1,4.244285,3.962374,0.0711470320820808,1.071147084236145,0.0004127341894433,21498245.5,0.0031879898657694
ZNF286A,non-targeting,WWTR1,1.1211758,1.0181206,0.101220928132534,1.101220965385437,0.0030551098853298,21278339.5,0.0191336812900134
ZNF286A,non-targeting,BCHE,0.06936068,0.051041257,0.3589140474796295,1.3589140176773071,0.0040168304096652,20679910.5,0.0242912279155604
ZNF286A,non-targeting,HTR3C,0.001848538,1.8707522e-05,97.81256103515624,98.81255340576172,3.66226746324e-05,20232751.0,0.0003425087716505
ZNF286A,non-targeting,TMEM207,0.00056950474,3.3084598e-05,16.213590621948242,17.213590621948242,0.0059174521464159,20231692.0,0.0339535178696288
ZNF286A,non-targeting,MUC20,0.016153509,0.009794026,0.6493226885795593,1.649322748184204,0.0078270889871056,20416482.0,0.0431137713679911
ZNF286A,non-targeting,EPHA5,0.006819106,0.0028543444,1.389027118682861,2.3890271186828613,0.0022149932300537,20340380.0,0.0144057690589839
ZNF286A,non-targeting,SMR3A,0.0009450082,0.0,,20.0,1.925939139751357e-09,20233280.0,2.9748807899790294e-08
ZNF286A,non-targeting,KLHL8,0.61348605,0.5474074,0.1207120418548584,1.1207120418548584,0.0022024087472804,21260801.0,0.0143333753827543
ZNF286A,non-targeting,ARSJ,0.4973208,0.43580657,0.1411502957344055,1.1411503553390503,0.0031968925758502,21185533.5,0.0199026047144437
ZNF286A,non-targeting,USP53,1.0098798,0.8915449,0.1327302157878875,1.13273024559021,0.0003371193391385,21493411.5,0.0026548606831035
ZNF286A,non-targeting,LRAT,2.5613291,2.8572555,-0.1035701334476471,0.8964298367500305,0.0004851043954328,18946836.5,0.0036879003193236
ZNF286A,non-targeting,SRD5A1,6.2910643,6.019423,0.0451274588704109,1.045127511024475,0.0062472564721127,21208395.0,0.0355816522857226
ZNF286A,non-targeting,FASTKD3,0.60249543,0.54781675,0.0998119860887527,1.0998120307922363,0.0078118840781904,21125874.0,0.0430435468282068
